id,next,desc,starLevel,playerLevel,worldLevel,levelMax,skillSlot,newSkill,hpAward,atkAward,resistAward,defAward,spdAward,itemNum,NeedItemsFun-type-1,NeedItemsFun-star-1,NeedItemsFun-num-1,NeedItemsFun-type-2,NeedItemsFun-star-2,NeedItemsFun-num-2,NeedItemsFun-type-3,NeedItemsFun-star-3,NeedItemsFun-num-3,NeedItemsFun-type-4,NeedItemsFun-star-4,NeedItemsFun-num-4,NeedItemsFun-type-5,NeedItemsFun-star-5,NeedItemsFun-num-5,specialItem,specialItemNum,specialItem2,specialItemNum2,herostar,heroNum,
21510027,21510028,s==5|许褚12星,12,128,118,310,0,,3000,2000,0,20,10,20000,21510,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
21510028,21510029,s==5|许褚13星,13,148,138,350,0,,3000,2000,0,20,10,25000,21510,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
21510029,,s==5|许褚14星,14,200,138,390,0,,3000,2000,0,20,10,30000,21510,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
215111,215112,s==4|曹丕6星,6,1,1,145,5,2150821|2150831|2150841|2150851,5000,4000,0,20,10,0,21511,5,1,21402,5,1,2,5,3,,,,,,,,,,,,,
215112,215113,s==4|曹丕7星,7,1,1,165,1,2150821,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
215113,215114,s==4|曹丕8星,8,1,1,185,2,2150831,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
215114,215115,s==4|曹丕9星,9,1,1,205,3,2150841,5000,4000,0,20,10,5000,21511,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
215115,215116,s==5|曹丕10星,10,1,1,255,4,2150851,3000,2000,0,20,10,10000,21511,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
215116,215117,s==5|曹丕11星,11,105,95,285,0,,3000,2000,0,20,10,15000,21511,6,1,1,9,1,,,,,,,,,,,,,,,,
215117,215118,s==5|曹丕12星,12,128,118,310,0,,3000,2000,0,20,10,20000,21511,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
215118,215119,s==5|曹丕13星,13,148,138,350,0,,3000,2000,0,20,10,25000,21511,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
215119,,s==5|曹丕14星,14,200,138,390,0,,3000,2000,0,20,10,30000,21511,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
215121,215122,s==4|于禁6星,6,1,1,145,5,2151222|2151232|2151242|2151252,5000,4000,0,20,10,0,21512,5,1,21401,5,1,2,5,3,,,,,,,,,,,,,
215122,215123,s==4|于禁7星,7,1,1,165,1,2151223,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
215123,215124,s==4|于禁8星,8,1,1,185,2,2151233,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
215124,215125,s==4|于禁9星,9,1,1,205,3,2151243,5000,4000,0,20,10,5000,21512,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
215125,215126,s==5|于禁10星,10,1,1,255,4,2151253,3000,2000,0,20,10,10000,21512,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
215126,215127,s==5|于禁11星,11,105,95,285,0,,3000,2000,0,20,10,15000,21512,6,1,1,9,1,,,,,,,,,,,,,,,,
215127,215128,s==5|于禁12星,12,128,118,310,0,,3000,2000,0,20,10,20000,21512,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
215128,215129,s==5|于禁13星,13,148,138,350,0,,3000,2000,0,20,10,25000,21512,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
215129,,s==5|于禁14星,14,200,138,390,0,,3000,2000,0,20,10,30000,21512,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
21512011,21512012,s==4|于禁6星,6,1,1,145,5,215120122|215120132|215120142|215120152,5000,4000,0,20,10,0,21512,5,1,21401,5,1,2,5,3,,,,,,,,,,,,,
21512012,21512013,s==4|于禁7星,7,1,1,165,1,215120123,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
21512013,21512014,s==4|于禁8星,8,1,1,185,2,215120133,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
21512014,21512015,s==4|于禁9星,9,1,1,205,3,215120143,5000,4000,0,20,10,5000,21512,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
21512015,21512016,s==5|于禁10星,10,1,1,255,4,215120153,3000,2000,0,20,10,10000,21512,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
21512016,21512017,s==5|于禁11星,11,105,95,285,0,,3000,2000,0,20,10,15000,21512,6,1,1,9,1,,,,,,,,,,,,,,,,
21512017,21512018,s==5|于禁12星,12,128,118,310,0,,3000,2000,0,20,10,20000,21512,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
21512018,21512019,s==5|于禁13星,13,148,138,350,0,,3000,2000,0,20,10,25000,21512,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
21512019,,s==5|于禁14星,14,200,138,390,0,,3000,2000,0,20,10,30000,21512,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
21512021,21512022,s==4|于禁6星,6,1,1,145,5,215120222|215120232|215120242|215120252,5000,4000,0,20,10,0,21512,5,1,21401,5,1,2,5,3,,,,,,,,,,,,,
21512022,21512023,s==4|于禁7星,7,1,1,165,1,215120223,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
21512023,21512024,s==4|于禁8星,8,1,1,185,2,215120233,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
21512024,21512025,s==4|于禁9星,9,1,1,205,3,215120243,5000,4000,0,20,10,5000,21512,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
21512025,21512026,s==5|于禁10星,10,1,1,255,4,215120253,3000,2000,0,20,10,10000,21512,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
21512026,21512027,s==5|于禁11星,11,105,95,285,0,,3000,2000,0,20,10,15000,21512,6,1,1,9,1,,,,,,,,,,,,,,,,
21512027,21512028,s==5|于禁12星,12,128,118,310,0,,3000,2000,0,20,10,20000,21512,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
21512028,21512029,s==5|于禁13星,13,148,138,350,0,,3000,2000,0,20,10,25000,21512,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
21512029,,s==5|于禁14星,14,200,138,390,0,,3000,2000,0,20,10,30000,21512,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
215131,215132,s==4|荀彧6星,6,1,1,145,5,2150821|2150831|2150841|2150851,5000,4000,0,20,10,0,21513,5,1,21402,5,1,2,5,3,,,,,,,,,,,,,
215132,215133,s==4|荀彧7星,7,1,1,165,1,2150821,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
215133,215134,s==4|荀彧8星,8,1,1,185,2,2150831,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
215134,215135,s==4|荀彧9星,9,1,1,205,3,2150841,5000,4000,0,20,10,5000,21513,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
215135,215136,s==5|荀彧10星,10,1,1,255,4,2150851,3000,2000,0,20,10,10000,21513,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
215136,215137,s==5|荀彧11星,11,105,95,285,0,,3000,2000,0,20,10,15000,21513,6,1,1,9,1,,,,,,,,,,,,,,,,
215137,215138,s==5|荀彧12星,12,128,118,310,0,,3000,2000,0,20,10,20000,21513,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
215138,215139,s==5|荀彧13星,13,148,138,350,0,,3000,2000,0,20,10,25000,21513,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
215139,,s==5|荀彧14星,14,200,138,390,0,,3000,2000,0,20,10,30000,21513,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
215141,215142,s==4|荀攸6星,6,1,1,145,5,2151422|2151432|2151442|2151452,5000,4000,0,20,10,0,21514,5,1,21402,5,1,2,5,3,,,,,,,,,,,,,
215142,215143,s==4|荀攸7星,7,1,1,165,1,2151423,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
215143,215144,s==4|荀攸8星,8,1,1,185,2,2151433,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
215144,215145,s==4|荀攸9星,9,1,1,205,3,2151443,5000,4000,0,20,10,5000,21514,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
215145,215146,s==5|荀攸10星,10,1,1,255,4,2151453,3000,2000,0,20,10,10000,21514,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
215146,215147,s==5|荀攸11星,11,105,95,285,0,,3000,2000,0,20,10,15000,21514,6,1,1,9,1,,,,,,,,,,,,,,,,
215147,215148,s==5|荀攸12星,12,128,118,310,0,,3000,2000,0,20,10,20000,21514,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
215148,215149,s==5|荀攸13星,13,148,138,350,0,,3000,2000,0,20,10,25000,21514,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
215149,,s==5|荀攸14星,14,200,138,390,0,,3000,2000,0,20,10,30000,21514,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
215151,215152,s==4|曹操6星,6,1,1,145,5,2151522|2151532|2151542|2151552,5000,4000,0,20,10,0,21515,5,1,21402,5,1,2,5,3,,,,,,,,,,,,,
215152,215153,s==4|曹操7星,7,1,1,165,1,2151523,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
215153,215154,s==4|曹操8星,8,1,1,185,2,2151533,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
215154,215155,s==4|曹操9星,9,1,1,205,3,2151543,5000,4000,0,20,10,5000,21515,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
215155,215156,s==5|曹操10星,10,1,1,255,4,2151553,3000,2000,0,20,10,10000,21515,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
215156,215157,s==5|曹操11星,11,105,95,285,0,,3000,2000,0,20,10,15000,21515,6,1,1,9,1,,,,,,,,,,,,,,,,
215157,215158,s==5|曹操12星,12,128,118,310,0,,3000,2000,0,20,10,20000,21515,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
215158,215159,s==5|曹操13星,13,148,138,350,0,,3000,2000,0,20,10,25000,21515,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
215159,,s==5|曹操14星,14,200,138,390,0,,3000,2000,0,20,10,30000,21515,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
21515011,21515012,s==4|曹操6星,6,1,1,145,5,215150122|215150132|215150142|215150152,5000,4000,0,20,10,0,21515,5,1,21402,5,1,2,5,3,,,,,,,,,,,,,
21515012,21515013,s==4|曹操7星,7,1,1,165,1,215150123,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
21515013,21515014,s==4|曹操8星,8,1,1,185,2,215150133,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
21515014,21515015,s==4|曹操9星,9,1,1,205,3,215150143,5000,4000,0,20,10,5000,21515,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
21515015,21515016,s==5|曹操10星,10,1,1,255,4,215150153,3000,2000,0,20,10,10000,21515,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
21515016,21515017,s==5|曹操11星,11,105,95,285,0,,3000,2000,0,20,10,15000,21515,6,1,1,9,1,,,,,,,,,,,,,,,,
21515017,21515018,s==5|曹操12星,12,128,118,310,0,,3000,2000,0,20,10,20000,21515,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
21515018,21515019,s==5|曹操13星,13,148,138,350,0,,3000,2000,0,20,10,25000,21515,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
21515019,,s==5|曹操14星,14,200,138,390,0,,3000,2000,0,20,10,30000,21515,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
225011,225012,s==4|黄忠6星,6,1,1,145,5,2250122|2250132|2250142|2250152,5000,4000,0,20,10,0,22501,5,1,22402,5,1,2,5,3,,,,,,,,,,,,,
225012,225013,s==4|黄忠7星,7,1,1,165,1,2250123,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
225013,225014,s==4|黄忠8星,8,1,1,185,2,2250133,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
225014,225015,s==4|黄忠9星,9,1,1,205,3,2250143,5000,4000,0,20,10,5000,22501,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
225015,225016,s==5|黄忠10星,10,1,1,255,4,2250153,3000,2000,0,20,10,10000,22501,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
225016,225017,s==5|黄忠11星,11,105,95,285,0,,3000,2000,0,20,10,15000,22501,6,1,1,9,1,,,,,,,,,,,,,,,,
225017,225018,s==5|黄忠12星,12,128,118,310,0,,3000,2000,0,20,10,20000,22501,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
225018,225019,s==5|黄忠13星,13,148,138,350,0,,3000,2000,0,20,10,25000,22501,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
225019,,s==5|黄忠14星,14,200,138,390,0,,3000,2000,0,20,10,30000,22501,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
22501011,22501012,s==4|黄忠6星,6,1,1,145,5,225010122|225010132|225010142|225010152,5000,4000,0,20,10,0,22501,5,1,22402,5,1,2,5,3,,,,,,,,,,,,,
22501012,22501013,s==4|黄忠7星,7,1,1,165,1,225010123,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
22501013,22501014,s==4|黄忠8星,8,1,1,185,2,225010133,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
22501014,22501015,s==4|黄忠9星,9,1,1,205,3,225010143,5000,4000,0,20,10,5000,22501,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
22501015,22501016,s==5|黄忠10星,10,1,1,255,4,225010153,3000,2000,0,20,10,10000,22501,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
22501016,22501017,s==5|黄忠11星,11,105,95,285,0,,3000,2000,0,20,10,15000,22501,6,1,1,9,1,,,,,,,,,,,,,,,,
22501017,22501018,s==5|黄忠12星,12,128,118,310,0,,3000,2000,0,20,10,20000,22501,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
22501018,22501019,s==5|黄忠13星,13,148,138,350,0,,3000,2000,0,20,10,25000,22501,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
22501019,,s==5|黄忠14星,14,200,138,390,0,,3000,2000,0,20,10,30000,22501,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
225021,225022,s==4|张飞6星,6,1,1,145,5,2250222|2250232|2250242|2250252,5000,4000,0,20,10,0,22502,5,1,22402,5,1,2,5,3,,,,,,,,,,,,,
225022,225023,s==4|张飞7星,7,1,1,165,1,2250223,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
225023,225024,s==4|张飞8星,8,1,1,185,2,2250233,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
225024,225025,s==4|张飞9星,9,1,1,205,3,2250243,5000,4000,0,20,10,5000,22502,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
225025,225026,s==5|张飞10星,10,1,1,255,4,2250253,3000,2000,0,20,10,10000,22502,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
225026,225027,s==5|张飞11星,11,105,95,285,0,,3000,2000,0,20,10,15000,22502,6,1,1,9,1,,,,,,,,,,,,,,,,
225027,225028,s==5|张飞12星,12,128,118,310,0,,3000,2000,0,20,10,20000,22502,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
225028,225029,s==5|张飞13星,13,148,138,350,0,,3000,2000,0,20,10,25000,22502,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
225029,,s==5|张飞14星,14,200,138,390,0,,3000,2000,0,20,10,30000,22502,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
22502011,22502012,s==4|张飞6星,6,1,1,145,5,225020122|225020132|225020142|225020152,5000,4000,0,20,10,0,22502,5,1,22402,5,1,2,5,3,,,,,,,,,,,,,
22502012,22502013,s==4|张飞7星,7,1,1,165,1,225020123,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
22502013,22502014,s==4|张飞8星,8,1,1,185,2,225020133,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
22502014,22502015,s==4|张飞9星,9,1,1,205,3,225020143,5000,4000,0,20,10,5000,22502,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
22502015,22502016,s==5|张飞10星,10,1,1,255,4,225020153,3000,2000,0,20,10,10000,22502,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
22502016,22502017,s==5|张飞11星,11,105,95,285,0,,3000,2000,0,20,10,15000,22502,6,1,1,9,1,,,,,,,,,,,,,,,,
22502017,22502018,s==5|张飞12星,12,128,118,310,0,,3000,2000,0,20,10,20000,22502,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
22502018,22502019,s==5|张飞13星,13,148,138,350,0,,3000,2000,0,20,10,25000,22502,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
22502019,,s==5|张飞14星,14,200,138,390,0,,3000,2000,0,20,10,30000,22502,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
22502021,22502022,s==4|张飞6星,6,1,1,145,5,225020222|225020232|225020242|225020252,5000,4000,0,20,10,0,22502,5,1,22402,5,1,2,5,3,,,,,,,,,,,,,
22502022,22502023,s==4|张飞7星,7,1,1,165,1,225020223,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
22502023,22502024,s==4|张飞8星,8,1,1,185,2,225020233,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
22502024,22502025,s==4|张飞9星,9,1,1,205,3,225020243,5000,4000,0,20,10,5000,22502,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
22502025,22502026,s==5|张飞10星,10,1,1,255,4,225020253,3000,2000,0,20,10,10000,22502,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
22502026,22502027,s==5|张飞11星,11,105,95,285,0,,3000,2000,0,20,10,15000,22502,6,1,1,9,1,,,,,,,,,,,,,,,,
22502027,22502028,s==5|张飞12星,12,128,118,310,0,,3000,2000,0,20,10,20000,22502,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
22502028,22502029,s==5|张飞13星,13,148,138,350,0,,3000,2000,0,20,10,25000,22502,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
22502029,,s==5|张飞14星,14,200,138,390,0,,3000,2000,0,20,10,30000,22502,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
225031,225032,s==5|黄月英6星,6,1,1,145,5,2250322|2250332|2250342|2250352,5000,4000,0,20,10,0,22503,5,1,22401,5,1,2,5,3,,,,,,,,,,,,,
225032,225033,s==5|黄月英7星,7,1,1,165,1,2250323,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
225033,225034,s==5|黄月英8星,8,1,1,185,2,2250333,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
225034,225035,s==5|黄月英9星,9,1,1,205,3,2250343,5000,4000,0,20,10,5000,22503,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
225035,225036,s==6|黄月英10星,10,1,1,255,4,2250353,3000,2000,0,20,10,10000,22503,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
225036,225037,s==6|黄月英11星,11,105,95,285,0,,3000,2000,0,20,10,15000,22503,6,1,1,9,1,,,,,,,,,,,,,,,,
225037,225038,s==6|黄月英12星,12,128,118,310,0,,3000,2000,0,20,10,20000,22503,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
225038,225039,s==6|黄月英13星,13,148,138,350,0,,3000,2000,0,20,10,25000,22503,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
225039,,s==6|黄月英14星,14,200,138,390,0,,3000,2000,0,20,10,30000,22503,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
225041,225042,s==4|关羽6星,6,1,1,145,5,2250422|2250432|2250442|2250452,5000,4000,0,20,10,0,22504,5,1,22403,5,1,2,5,3,,,,,,,,,,,,,
225042,225043,s==4|关羽7星,7,1,1,165,1,2250423,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
225043,225044,s==4|关羽8星,8,1,1,185,2,2250433,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
225044,225045,s==4|关羽9星,9,1,1,205,3,2250443,5000,4000,0,20,10,5000,22504,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
225045,225046,s==5|关羽10星,10,1,1,255,4,2250453,3000,2000,0,20,10,10000,22504,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
225046,225047,s==5|关羽11星,11,105,95,285,0,,3000,2000,0,20,10,15000,22504,6,1,1,9,1,,,,,,,,,,,,,,,,
225047,225048,s==5|关羽12星,12,128,118,310,0,,3000,2000,0,20,10,20000,22504,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
225048,225049,s==5|关羽13星,13,148,138,350,0,,3000,2000,0,20,10,25000,22504,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
225049,,s==5|关羽14星,14,200,138,390,0,,3000,2000,0,20,10,30000,22504,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
22504011,22504012,s==4|关羽6星,6,1,1,145,5,225040122|225040132|225040142|225040152,5000,4000,0,20,10,0,22504,5,1,22403,5,1,2,5,3,,,,,,,,,,,,,
22504012,22504013,s==4|关羽7星,7,1,1,165,1,225040123,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
22504013,22504014,s==4|关羽8星,8,1,1,185,2,225040133,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
22504014,22504015,s==4|关羽9星,9,1,1,205,3,225040143,5000,4000,0,20,10,5000,22504,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
22504015,22504016,s==5|关羽10星,10,1,1,255,4,225040153,3000,2000,0,20,10,10000,22504,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
22504016,22504017,s==5|关羽11星,11,105,95,285,0,,3000,2000,0,20,10,15000,22504,6,1,1,9,1,,,,,,,,,,,,,,,,
22504017,22504018,s==5|关羽12星,12,128,118,310,0,,3000,2000,0,20,10,20000,22504,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
22504018,22504019,s==5|关羽13星,13,148,138,350,0,,3000,2000,0,20,10,25000,22504,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
22504019,,s==5|关羽14星,14,200,138,390,0,,3000,2000,0,20,10,30000,22504,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
22504021,22504022,s==4|关羽6星,6,1,1,145,5,225040222|225040232|225040242|225040252,5000,4000,0,20,10,0,22504,5,1,22403,5,1,2,5,3,,,,,,,,,,,,,
22504022,22504023,s==4|关羽7星,7,1,1,165,1,225040223,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
22504023,22504024,s==4|关羽8星,8,1,1,185,2,225040233,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
22504024,22504025,s==4|关羽9星,9,1,1,205,3,225040243,5000,4000,0,20,10,5000,22504,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
22504025,22504026,s==5|关羽10星,10,1,1,255,4,225040253,3000,2000,0,20,10,10000,22504,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
22504026,22504027,s==5|关羽11星,11,105,95,285,0,,3000,2000,0,20,10,15000,22504,6,1,1,9,1,,,,,,,,,,,,,,,,
22504027,22504028,s==5|关羽12星,12,128,118,310,0,,3000,2000,0,20,10,20000,22504,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
22504028,22504029,s==5|关羽13星,13,148,138,350,0,,3000,2000,0,20,10,25000,22504,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
22504029,,s==5|关羽14星,14,200,138,390,0,,3000,2000,0,20,10,30000,22504,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
22504031,22504032,s==4|关羽6星,6,1,1,145,5,225040322|225040332|225040342|225040352,5000,4000,0,20,10,0,22504,5,1,22403,5,1,2,5,3,,,,,,,,,,,,,
22504032,22504033,s==4|关羽7星,7,1,1,165,1,225040323,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
22504033,22504034,s==4|关羽8星,8,1,1,185,2,225040333,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
22504034,22504035,s==4|关羽9星,9,1,1,205,3,225040343,5000,4000,0,20,10,5000,22504,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
22504035,22504036,s==5|关羽10星,10,1,1,255,4,225040353,3000,2000,0,20,10,10000,22504,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
22504036,22504037,s==5|关羽11星,11,105,95,285,0,,3000,2000,0,20,10,15000,22504,6,1,1,9,1,,,,,,,,,,,,,,,,
22504037,22504038,s==5|关羽12星,12,128,118,310,0,,3000,2000,0,20,10,20000,22504,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
22504038,22504039,s==5|关羽13星,13,148,138,350,0,,3000,2000,0,20,10,25000,22504,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
22504039,,s==5|关羽14星,14,200,138,390,0,,3000,2000,0,20,10,30000,22504,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
225051,225052,s==4|魏延6星,6,1,1,145,5,2250522|2250532|2250542|2250552,5000,4000,0,20,10,0,22505,5,1,22402,5,1,2,5,3,,,,,,,,,,,,,
225052,225053,s==4|魏延7星,7,1,1,165,1,2250523,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
225053,225054,s==4|魏延8星,8,1,1,185,2,2250533,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
225054,225055,s==4|魏延9星,9,1,1,205,3,2250543,5000,4000,0,20,10,5000,22505,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
225055,225056,s==5|魏延10星,10,1,1,255,4,2250553,3000,2000,0,20,10,10000,22505,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
225056,225057,s==5|魏延11星,11,105,95,285,0,,3000,2000,0,20,10,15000,22505,6,1,1,9,1,,,,,,,,,,,,,,,,
225057,225058,s==5|魏延12星,12,128,118,310,0,,3000,2000,0,20,10,20000,22505,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
225058,225059,s==5|魏延13星,13,148,138,350,0,,3000,2000,0,20,10,25000,22505,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
225059,,s==5|魏延14星,14,200,138,390,0,,3000,2000,0,20,10,30000,22505,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
225061,225062,s==5|张星彩6星,6,1,1,145,5,2250622|2250632|2250642|2250652,5000,4000,0,20,10,0,22506,5,1,22403,5,1,2,5,3,,,,,,,,,,,,,
225062,225063,s==5|张星彩7星,7,1,1,165,1,2250623,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
